"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"PSA";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX ApKa";"CX BpKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA Lipinski";"HBD Lipinski";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL85251";"";"RS-67333";"Small molecule";"0";"352.91";"17";"36";"4.41";"55.56";"4";"1";"0";"8";"N";"0.56";"None";"9.44";"3.59";"1.56";"1";"MOL";"-1";"24";"4";"2";"0";"352.1918";"BASE";"C19H29ClN2O2";"CCCCN1CCC(CCC(=O)c2cc(Cl)c(N)cc2OC)CC1"
"CHEMBL283754";"CINALUKAST";"CINALUKAST|Cinalukast|RO 24-5913|Ro-24-5913";"Small molecule";"0";"412.56";"17";"27";"5.80";"79.29";"4";"2";"1";"9";"N";"0.55";"4.36";"2.44";"5.48";"2.68";"2";"MOL";"0";"29";"5";"2";"1";"412.1821";"ACID";"C23H28N2O3S";"CCC(CC)(CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O"
"CHEMBL3183531";"";"";"Small molecule";"0";"417.51";"5";"11";"3.51";"80.24";"7";"1";"0";"7";"N";"0.59";"None";"5.97";"4.75";"4.73";"3";"MOL";"-1";"31";"7";"1";"0";"417.2165";"NEUTRAL";"C24H27N5O2";"CCOC(=O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1"
"CHEMBL268868";"DAPH";"4,5-DIANILINOPHTHALIMIDE";"Small molecule";"0";"329.36";"53";"98";"4.06";"70.23";"4";"3";"0";"4";"N";"0.63";"8.73";"None";"3.57";"3.55";"3";"MOL";"-1";"25";"5";"3";"0";"329.1164";"NEUTRAL";"C20H15N3O2";"O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21"
"CHEMBL1200833";"DIPIVEFRIN HYDROCHLORIDE";"AKPRO|DIPIVEFRIN HYDROCHLORIDE|DIPIVEFRINE HYDROCHLORIDE|PROPINE";"Small molecule";"4";"387.90";"10";"17";"2.84";"84.86";"6";"2";"0";"5";"N";"0.63";"None";"9.33";"3.71";"1.80";"1";"MOL";"0";"25";"6";"2";"0";"351.2046";"BASE";"C19H30ClNO5";"CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1.Cl"
"CHEMBL13378";"(R,S)-AMPA";"";"Small molecule";"0";"186.17";"142";"377";"-0.36";"109.58";"5";"3";"0";"3";"N";"0.59";"1.56";"7.80";"-2.33";"-3.23";"1";"MOL";"-1";"13";"6";"4";"0";"186.0641";"ACID";"C7H10N2O4";"Cc1onc(O)c1CC(N)C(=O)O"
"CHEMBL305906";"CETYLPYRIDINIUM";"CETYLPYRIDINIUM";"Small molecule";"4";"304.54";"8";"11";"6.46";"3.88";"0";"0";"1";"15";"N";"0.26";"None";"None";"3.47";"3.47";"1";"MOL";"0";"22";"1";"0";"1";"304.2999";"NEUTRAL";"C21H38N+";"CCCCCCCCCCCCCCCC[n+]1ccccc1"
"CHEMBL28";"APIGENIN";"NSC-83244";"Small molecule";"0";"270.24";"387";"1003";"2.58";"90.90";"5";"3";"0";"1";"N";"0.63";"6.57";"None";"2.71";"1.77";"3";"MOL";"-1";"20";"5";"3";"0";"270.0528";"NEUTRAL";"C15H10O5";"O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12"
"CHEMBL343822";"";"";"Small molecule";"0";"412.44";"5";"10";"5.07";"42.85";"3";"0";"1";"4";"N";"0.44";"None";"None";"5.93";"5.93";"4";"MOL";"-1";"31";"3";"0";"1";"412.1387";"NEUTRAL";"C26H18F2N2O";"O=C1c2ccccc2C(Cc2ccnc(F)c2)(Cc2ccnc(F)c2)c2ccccc21"
"CHEMBL266591";"";"";"Small molecule";"0";"190.25";"32";"75";"1.68";"62.04";"2";"3";"0";"2";"N";"0.67";"9.32";"10.01";"0.68";"-0.84";"2";"MOL";"-1";"14";"3";"4";"0";"190.1106";"BASE";"C11H14N2O";"Cc1[nH]c2ccc(O)cc2c1CCN"
"CHEMBL9419";"METACETAMOL";"BS 749|METACETAMOL|Metacetamol";"Small molecule";"0";"151.16";"127";"741";"1.35";"49.33";"2";"2";"0";"1";"Y";"0.64";"9.24";"None";"0.91";"0.90";"1";"MOL";"0";"11";"3";"2";"0";"151.0633";"NEUTRAL";"C8H9NO2";"CC(=O)Nc1cccc(O)c1"
"CHEMBL845";"N-DESMETHYLCLOZAPINE";"N-Demethylclozapine|Norclozapine";"Small molecule";"0";"312.80";"40";"106";"3.38";"39.66";"4";"2";"0";"0";"N";"0.78";"None";"8.83";"3.02";"1.58";"2";"MOL";"-1";"22";"4";"2";"0";"312.1142";"BASE";"C17H17ClN4";"Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2"
"CHEMBL284733";"DICLAZURIL";"DICLAZURIL|Diclazuril|R64,433";"Small molecule";"0";"407.64";"19";"32";"3.54";"91.54";"5";"1";"0";"3";"N";"0.72";"6.50";"None";"4.23";"3.32";"3";"MOL";"0";"26";"6";"1";"0";"405.9791";"NEUTRAL";"C17H9Cl3N4O2";"N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl"
"CHEMBL285718";"";"";"Small molecule";"0";"279.38";"9";"18";"3.66";"29.10";"1";"1";"0";"3";"N";"0.91";"None";"None";"3.87";"3.87";"2";"MOL";"-1";"21";"2";"1";"0";"279.1623";"NEUTRAL";"C19H21NO";"CCC(=O)NC1Cc2ccccc2C(c2ccccc2)C1"
"CHEMBL58832";"ASPARAGINE";"ASPARAGINE|L-asparagine";"Small molecule";"0";"132.12";"13";"20";"-1.73";"106.41";"3";"3";"0";"3";"N";"0.42";"2.00";"8.43";"-4.29";"-4.32";"0";"MOL";"0";"9";"5";"5";"0";"132.0535";"ACID";"C4H8N2O3";"NC(=O)C[C@H](N)C(=O)O"
"CHEMBL1091";"HYDROCORTISONE ACETATE";"BARQUINOL HC|CHLOROMYCETIN HYDROCORT|COLIFOAM|CORTEF ACETATE|CORTIFOAM|CORTRIL|CORTUCID|DRICORT|EPIFOAM|FRAMYCORT|FUCIDIN H|GENTICIN HC|GENTISONE HC|GPPE EAR SUSP|GPPE EYE CRM|GPPE FOAM AERO|HC45 HYDROCORT|HEMSOL-HC|HEPACORT PLUS|HYDROCAL|HYDROCORTISONE 21-ACETATE|HYDROCORTISONE ACETATE|HYDROCORTONE|Hydrocortisone Acetate|LANACORT|MICORT-HC|NEO-CORTEF|NSC-741|ORABASE HCA";"Small molecule";"4";"404.50";"28";"55";"2.35";"100.90";"6";"2";"0";"3";"N";"0.70";"12.61";"None";"1.72";"1.72";"0";"MOL";"0";"29";"6";"2";"0";"404.2199";"NEUTRAL";"C23H32O6";"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C"
"CHEMBL1201284";"CINACALCET";"AMG 073|AMG073|CINACALCET|KRN-1493|KRN1493|Sensipar";"Small molecule";"4";"357.42";"19";"42";"6.14";"12.03";"1";"1";"1";"6";"N";"0.52";"None";"10.01";"6.27";"3.75";"3";"MOL";"0";"26";"1";"1";"1";"357.1704";"BASE";"C22H22F3N";"C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12"
"CHEMBL1623738";"THONZYLAMINE";"THONZYLAMINE";"Small molecule";"0";"286.38";"2";"2";"2.05";"41.49";"5";"0";"0";"7";"N";"0.78";"None";"8.62";"2.42";"1.18";"2";"MOL";"0";"21";"5";"0";"0";"286.1794";"BASE";"C16H22N4O";"COc1ccc(CN(CCN(C)C)c2ncccn2)cc1"
"CHEMBL2251240";"SCOPOLAMINE HYDROBROMIDE";"HYOSCINE|HYOSCINE HYDROBROMIDE|HYOSCINE HYDROBROMIDE TRIHYDRATE|Isopto Hyoscine|JOY-RIDES|KWELLS|KWELLS KIDS|NSC-61806|SCOPODERM|SCOPODERM TTS|SCOPOLAMINE HYDROBROMIDE|SCOPOLAMINE HYDROBROMIDE HYDRATE|SCOPOLAMINE HYDROBROMIDE TRIHYDRATE|TRANSCOP|Transderm-Scop";"Small molecule";"4";"438.32";"3";"13";"0.92";"62.30";"5";"1";"0";"4";"N";"0.66";"None";"6.95";"0.89";"0.76";"1";"MOL";"0";"22";"5";"1";"0";"303.1471";"NEUTRAL";"C17H28BrNO7";"Br.CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21.O.O.O"
"CHEMBL297302";"BENPERIDOL";"ANQUIL|BENPERIDOL|BENQUIL|MCN-JR-4584|NSC-170982|R-4584";"Small molecule";"4";"381.45";"25";"56";"4.18";"58.36";"5";"1";"0";"6";"N";"0.65";"12.66";"8.53";"3.79";"2.63";"3";"MOL";"0";"28";"5";"1";"0";"381.1853";"BASE";"C22H24FN3O2";"O=C(CCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(F)cc1"
"CHEMBL1660";"RIFAPENTINE";"ANTIBIOTIC DL-473IT|DL-473|KTC-1|MDL 473|PRIFTIN|R-77-3|R-773|RIFAPENTINE";"Small molecule";"4";"877.04";"118";"616";"5.65";"220.15";"15";"6";"4";"5";"N";"0.09";"7.00";"7.82";"3.70";"3.78";"2";"MOL";"0";"63";"16";"6";"4";"876.4521";"NEUTRAL";"C47H64N4O12";"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C"
"CHEMBL1306";"TERCONAZOLE";"Fungistat|Gyno-Terazol|NSC-331942|Panlomyc|R 42470|R-42,470|TERAZOL|TERAZOL 3|TERAZOL 7|TERCONAZOLE|TRIACONAZOLE|Triaconazole";"Small molecule";"4";"532.47";"144";"397";"4.46";"64.88";"8";"0";"1";"8";"N";"0.42";"None";"8.41";"5.37";"4.33";"3";"MOL";"0";"36";"8";"0";"1";"531.1804";"NEUTRAL";"C26H31Cl2N5O3";"CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1"
"CHEMBL2146124";"CEFUROXIME SODIUM";"BRITACEF|CEFUROXIME|CEFUROXIME SODIUM|CEFUROXIME SODIUM SALT|KEFUROX|ZINACEF";"Small molecule";"4";"446.37";"19";"21";"-0.54";"173.76";"9";"3";"0";"7";"N";"0.30";"2.96";"None";"-0.90";"-4.38";"1";"MOL";"0";"29";"12";"4";"1";"424.0689";"ACID";"C16H15N4NaO8S";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@H]12)c1ccco1.[Na+]"
"CHEMBL231813";"TELAPREVIR";"INCIVEK|INCIVO|LY 570310|LY-570310|MP 424|MP-424|TELAPREVIR|VRT 111950|VRT-111950|VX 950|VX-950";"Protein";"4";"679.86";"41";"543";"2.45";"179.56";"8";"4";"1";"13";"N";"0.23";"11.86";"0.30";"2.58";"2.58";"1";"MOL";"0";"49";"13";"4";"2";"679.4057";"NEUTRAL";"C36H53N7O6";"CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1"
"CHEMBL1286";"LEVETIRACETAM";"AGB-101|DESITREND|ELEPSIA XR|KEPPRA|KEPPRA XR|LEVETIRACETAM|LEVETIRACETAM IN SODIUM CHLORIDE|MATEVER|N03AX14|SPRITAM|UCB 22059|UCB L059";"Small molecule";"4";"170.21";"19";"106";"-0.13";"63.40";"2";"1";"0";"3";"N";"0.64";"None";"None";"-0.59";"-0.59";"0";"MOL";"0";"12";"4";"2";"0";"170.1055";"NEUTRAL";"C8H14N2O2";"CC[C@@H](C(N)=O)N1CCCC1=O"
"CHEMBL29292";"UBENIMEX";"NSC-265489|UBENIMEX";"Small molecule";"2";"308.38";"179";"1069";"0.53";"112.65";"4";"4";"0";"8";"N";"0.56";"3.73";"8.35";"-1.10";"-1.14";"1";"MOL";"0";"22";"6";"5";"0";"308.1736";"ACID";"C16H24N2O4";"CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O"
"CHEMBL1238";"AZELAIC ACID";"AZELAIC ACID|AZELEX|FINACEA|NSC-19493|SKINOREN|ZK 62498";"Small molecule";"4";"188.22";"29";"74";"1.89";"74.60";"2";"2";"0";"8";"N";"0.57";"4.15";"None";"1.82";"-3.65";"0";"MOL";"0";"13";"4";"2";"0";"188.1049";"ACID";"C9H16O4";"O=C(O)CCCCCCCC(=O)O"
"CHEMBL440294";"PIPAMPERONE";"FLOROPIPAMIDE|PIPAMPERONE|PIPAMPERONE HYDROCHLORIDE|PIPANEPERONE|R 3345";"Small molecule";"3";"375.49";"7";"12";"2.59";"66.64";"4";"1";"0";"7";"N";"0.74";"None";"8.39";"1.87";"0.83";"1";"MOL";"0";"27";"5";"2";"0";"375.2322";"NEUTRAL";"C21H30FN3O2";"NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1"
"CHEMBL821";"GUANIDINE";"GUANIDINE|Guanidine";"Small molecule";"4";"59.07";"21";"57";"-1.16";"75.89";"1";"3";"0";"0";"N";"0.24";"None";"12.55";"-1.24";"-3.65";"0";"MOL";"0";"4";"3";"5";"0";"59.0483";"BASE";"CH5N3";"N=C(N)N"
"CHEMBL559180";"ISOXSUPRINE HYDROCHLORIDE";"DEFENCIN|DUVADILAN|DUVADILAN RET|ISOXSUPRINE HYDROCHLORIDE|VASODILAN";"Small molecule";"4";"337.85";"13";"28";"2.87";"61.72";"4";"3";"0";"7";"N";"0.74";"9.65";"9.00";"2.56";"1.32";"2";"MOL";"0";"22";"4";"3";"0";"301.1678";"BASE";"C18H24ClNO3";"CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl"
"CHEMBL3707347";"VERINURAD";"RDEA3170|VERINURAD";"Small molecule";"2";"348.43";"2";"3";"4.73";"73.98";"4";"1";"0";"4";"N";"0.69";"3.59";"4.80";"3.12";"0.86";"3";"MOL";"0";"25";"4";"1";"0";"348.0932";"ACID";"C20H16N2O2S";"CC(C)(Sc1ccncc1-c1ccc(C#N)c2ccccc12)C(=O)O"
"CHEMBL1908365";"MALTOSE";"MALTOSE";"Small molecule";"3";"342.30";"3";"11";"-5.40";"189.53";"11";"8";"2";"4";"N";"0.24";"11.25";"None";"-4.70";"-4.70";"0";"MOL";"0";"23";"11";"8";"2";"342.1162";"NEUTRAL";"C12H22O11";"OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O"
"CHEMBL291233";"OBIDOXIME CHLORIDE";"OBIDOXIME CHLORIDE|Obidoxime|Obidoxime chloride";"Small molecule";"0";"359.21";"16";"135";"0.51";"82.17";"5";"2";"0";"6";"N";"0.35";"7.51";"1.05";"-6.93";"-7.19";"2";"MOL";"0";"21";"7";"2";"0";"288.1211";"NEUTRAL";"C14H16Cl2N4O3";"O/N=C/c1cc[n+](COC[n+]2ccc(/C=N/O)cc2)cc1.[Cl-].[Cl-]"
"CHEMBL513909";"BI-2536";"BI 2536|BI-2536";"Small molecule";"2";"521.67";"854";"1167";"3.56";"102.93";"8";"2";"1";"7";"N";"0.57";"12.25";"8.57";"3.06";"1.87";"2";"MOL";"0";"38";"10";"2";"1";"521.3114";"BASE";"C28H39N7O3";"CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1"
"CHEMBL3545432";"IXAZOMIB CITRATE";"IXAZOMIB CITRATE|MLN9708|NINLARO";"Small molecule";"4";"517.13";"1";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"516.0874";"None";"C20H23BCl2N2O9";"CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(=O)O)(CC(=O)O)O1"
"CHEMBL1071";"OXAPROZIN";"DAYPRO|NSC-310839|OXAPROZIN|WY-21,743";"Small molecule";"4";"293.32";"200";"938";"4.03";"63.33";"3";"1";"0";"5";"N";"0.77";"4.95";"None";"3.46";"1.05";"3";"MOL";"0";"22";"4";"1";"0";"293.1052";"ACID";"C18H15NO3";"O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1"
"CHEMBL562668";"OTENABANT";"CP-945598|CP-945598-01|OTENABANT|Otenabant hydrochloride";"Small molecule";"3";"510.43";"16";"37";"4.22";"101.96";"7";"2";"1";"6";"N";"0.40";"None";"8.97";"4.42";"2.85";"4";"MOL";"0";"35";"8";"3";"1";"509.1498";"BASE";"C25H25Cl2N7O";"CCNC1(C(N)=O)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1"
"CHEMBL1737";"SILDENAFIL CITRATE";"REVATIO|SILDENAFIL CITRATE|UK-92,480-10|UK-92480-10|VIAGRA";"Small molecule";"4";"666.71";"24";"45";"1.61";"113.42";"8";"1";"0";"7";"N";"0.55";"7.63";"5.98";"1.23";"1.16";"3";"MOL";"0";"33";"10";"1";"0";"474.2049";"NEUTRAL";"C28H38N6O11S";"CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O"
"CHEMBL3186011";"APR-246";"APR 246|APR-246";"Small molecule";"2";"199.25";"2";"5";"-0.34";"49.77";"4";"1";"0";"3";"N";"0.68";"None";"6.90";"-0.15";"-0.27";"0";"MOL";"0";"14";"4";"1";"0";"199.1208";"NEUTRAL";"C10H17NO3";"COCC1(CO)C(=O)C2CCN1CC2"
"CHEMBL4297643";"APILIMOD";"APILIMOD|STA 5326|STA-5326";"Small molecule";"2";"418.50";"1";"2";"3.08";"84.76";"8";"1";"0";"8";"N";"0.44";"None";"5.89";"4.82";"4.79";"3";"MOL";"0";"31";"8";"1";"0";"418.2117";"NEUTRAL";"C23H26N6O2";"Cc1cccc(/C=N/Nc2cc(N3CCOCC3)nc(OCCc3ccccn3)n2)c1"
"CHEMBL3125702";"AMG-232";"AMG-232|MDM2 INHIBITOR AMG-232";"Small molecule";"1";"568.56";"14";"44";"6.38";"91.75";"4";"1";"2";"9";"N";"0.38";"4.19";"None";"5.86";"2.83";"2";"MOL";"0";"37";"6";"1";"2";"567.1613";"ACID";"C28H35Cl2NO5S";"CC(C)[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1"
"CHEMBL684";"DIETHYLCARBAMAZINE";"DIETHYLCARBAMAZINE|Diethylcarbamazine|Hetrazan";"Small molecule";"4";"199.30";"17";"85";"0.70";"26.79";"2";"0";"0";"2";"Y";"0.65";"None";"6.90";"0.09";"-0.03";"0";"MOL";"0";"14";"4";"0";"0";"199.1685";"NEUTRAL";"C10H21N3O";"CCN(CC)C(=O)N1CCN(C)CC1"
"CHEMBL2325429";"SB-743921";"SB 743921|SB-743921|SB-743921 FREE BASE";"Small molecule";"1";"517.07";"21";"51";"6.53";"76.54";"4";"1";"2";"9";"N";"0.27";"None";"9.57";"6.27";"4.16";"4";"MOL";"0";"37";"5";"2";"2";"516.2180";"BASE";"C31H33ClN2O3";"Cc1ccc(C(=O)N(CCCN)[C@@H](c2oc3cc(Cl)ccc3c(=O)c2Cc2ccccc2)C(C)C)cc1"
"CHEMBL1201014";"PREDNISOLONE SODIUM PHOSPHATE";"CODELSOL|Cortisate|HYDELTRASOL|INFLAMASE FORTE|INFLAMASE MILD|Inflamase|METRETON|ORAPRED|ORAPRED ODT|PEDIAPRED|PREDAIR|PREDAIR FORTE|PREDNISOLONE 21-DISODIUM PHOSPHATE|PREDNISOLONE SODIUM PHOSPHATE|PREDSOL|PREDSOL-N";"Small molecule";"4";"484.39";"1";"2";"1.67";"141.36";"6";"4";"0";"4";"N";"0.48";"1.18";"None";"1.15";"-2.42";"0";"MOL";"0";"30";"8";"4";"0";"440.1600";"ACID";"C21H27Na2O8P";"C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]"
"CHEMBL1173655";"AFATINIB";"AFATINIB|BIBW2992|GILOTRIF|GIOTRIF";"Small molecule";"4";"485.95";"1073";"1472";"4.39";"88.61";"7";"2";"0";"8";"N";"0.46";"12.49";"8.81";"3.76";"2.34";"3";"MOL";"0";"34";"8";"2";"0";"485.1630";"BASE";"C24H25ClFN5O3";"CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1"
"CHEMBL1201152";"NALMEFENE HYDROCHLORIDE";"JF-1 HYDROCHLORIDE|NALMEFENE HYDROCHLORIDE|REVEX";"Small molecule";"4";"375.90";"2";"4";"2.51";"52.93";"4";"2";"0";"2";"N";"0.81";"10.35";"9.57";"1.95";"0.07";"1";"MOL";"0";"25";"4";"2";"0";"339.1834";"BASE";"C21H26ClNO3";"C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5.Cl"
"CHEMBL1716";"CYPROHEPTADINE HYDROCHLORIDE";"CYPROHEPTADINE HYDROCHLORIDE|CYPROHEPTADINE HYDROCHLORIDE HYDRATE|Cyproheptadine Hydrochloride|Cyproheptadine hydrocloride|NSC-169911|PERIACTIN";"Small molecule";"4";"323.87";"21";"58";"4.70";"3.24";"1";"0";"0";"0";"N";"0.58";"None";"8.05";"4.38";"3.65";"2";"MOL";"0";"22";"1";"0";"0";"287.1674";"NEUTRAL";"C21H22ClN";"CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.Cl"
"CHEMBL3183968";"CEFTRIAXONE SODIUM";"CEFTRIAXONE|CEFTRIAXONE DISODIUM SALT|CEFTRIAXONE SODIUM|CEFTRIAXONE SODIUM HYDRATE|CEFTRIAXONE SODIUM SESQUATERHYDRATE|RO 13-9904|RO-13-9904|Rocephin";"Small molecule";"4";"652.60";"3";"13";"-1.20";"215.22";"15";"4";"2";"8";"N";"0.13";"2.72";"3.54";"-1.00";"-5.53";"2";"MOL";"0";"36";"15";"5";"2";"554.0461";"ACID";"C18H22N8Na2O10S3";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CS[C@H]12)c1csc(N)n1.O.O.O.[Na+].[Na+]"
"CHEMBL633";"AMIODARONE";"AMIODARONE|Amiodarone|Cordarone|L-3428|Pacerone|SKF 33134-A";"Small molecule";"4";"645.32";"216";"2444";"6.94";"42.68";"4";"0";"2";"11";"N";"0.17";"None";"8.47";"7.64";"6.53";"3";"MOL";"0";"31";"4";"0";"2";"645.0237";"NEUTRAL";"C25H29I2NO3";"CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1"
"CHEMBL1276127";"INDIRUBIN";"C.I. 75790|INDIRUBIN|NSC-105327";"Small molecule";"2";"262.27";"72";"124";"2.66";"58.20";"3";"2";"0";"0";"Y";"0.72";"10.87";"None";"2.43";"2.43";"2";"MOL";"0";"20";"4";"2";"0";"262.0742";"NEUTRAL";"C16H10N2O2";"O=C1Nc2ccccc2/C1=C1/Nc2ccccc2C1=O"
"CHEMBL2003538";"CETYLPYRIDINIUM CHLORIDE";"CEEPRYN|CEPACOL|CETYLPYRIDINIUM CHLORIDE|CETYLPYRIDINIUM CHLORIDE HYDRATE|CETYLPYRIDINIUM CHLORIDE MONOHYDRATE|GPPE DENTAL RINSE|GPPE ORAL LIQ|MEROCET|MEROCETS|MEROCETS PLUS|MEROVIT|NB-002|NSC-14864|SEARCH|STERADENT";"Small molecule";"4";"358.01";"9";"11";"6.46";"3.88";"0";"0";"1";"15";"N";"0.26";"None";"None";"3.47";"3.47";"1";"MOL";"0";"22";"1";"0";"1";"304.2999";"NEUTRAL";"C21H40ClNO";"CCCCCCCCCCCCCCCC[n+]1ccccc1.O.[Cl-]"
"CHEMBL1255654";"TETRACAINE HYDROCHLORIDE";"AMETHOCAINE HYDROCHLORIDE|ANETHAINE|LOCAN|PONTOCAINE HYDROCHLORIDE|TETRACAINE HYDROCHLORIDE";"Small molecule";"4";"300.83";"24";"55";"2.62";"41.57";"4";"1";"0";"8";"N";"0.58";"None";"8.42";"2.79";"1.74";"1";"MOL";"0";"19";"4";"1";"0";"264.1838";"NEUTRAL";"C15H25ClN2O2";"CCCCNc1ccc(C(=O)OCCN(C)C)cc1.Cl"
"CHEMBL1738758";"ONVANSERTIB";"NMS-1286937|NMS-P937|ONVANSERTIB|PCM-075";"Small molecule";"2";"532.53";"71";"82";"1.92";"134.66";"10";"3";"1";"7";"N";"0.42";"12.65";"7.81";"3.05";"2.49";"3";"MOL";"0";"38";"11";"4";"2";"532.2158";"NEUTRAL";"C24H27F3N8O3";"CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCO)CC4)c2)CC1"
"CHEMBL453514";"SPIRAMYCIN";"ACETYLSPIRAMYCIN|IL 5902|NSC-55926|NSC-64393|ROVAMYCINE 250|RP 5337|Rovamycin|SPIRAMYCIN|Spiramycin I";"Small molecule";"4";"843.06";"26";"93";"2.33";"195.38";"16";"4";"2";"11";"N";"0.17";"12.53";"9.26";"2.50";"0.02";"0";"MOL";"0";"59";"16";"4";"2";"842.5140";"BASE";"C43H74N2O14";"CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O"
"CHEMBL374731";"TELBIVUDINE";"LDT-600|LDT600|NV-02B|SEBIVO|TELBIVUDINE|TYZEKA";"Small molecule";"4";"242.23";"19";"131";"-1.51";"104.55";"6";"3";"0";"2";"N";"0.58";"9.96";"None";"-1.12";"-1.12";"1";"MOL";"0";"17";"7";"3";"0";"242.0903";"NEUTRAL";"C10H14N2O5";"Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O"
"CHEMBL240624";"PRELADENANT";"MK-3814|PRELADENANT|SCH 420814|SCH-420814";"Small molecule";"3";"503.57";"20";"87";"2.16";"125.00";"12";"1";"2";"9";"N";"0.30";"None";"7.94";"2.72";"2.07";"5";"MOL";"0";"37";"12";"2";"2";"503.2393";"NEUTRAL";"C25H29N9O3";"COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1"
