"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"PSA";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX ApKa";"CX BpKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA Lipinski";"HBD Lipinski";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL3991932";"";"";"Small molecule";"0";"556.64";"297";"301";"6.07";"106.23";"7";"3";"2";"8";"N";"0.22";"12.59";"2.01";"5.84";"5.84";"5";"MOL";"-1";"41";"9";"3";"2";"556.2598";"NEUTRAL";"C31H33FN6O3";"Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCc2cc(F)ccc2Oc2ccc3c(cnn3CCO)c2)cc1"
"CHEMBL1598680";"";"";"Small molecule";"0";"479.53";"16";"25";"3.68";"111.01";"8";"1";"0";"9";"N";"0.33";"None";"7.40";"3.56";"3.26";"2";"MOL";"-1";"35";"9";"1";"0";"479.2056";"NEUTRAL";"C26H29N3O6";"COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1"
"CHEMBL521179";"SR-3677";"SR-3677";"Small molecule";"0";"408.46";"362";"449";"2.80";"88.71";"6";"2";"0";"7";"N";"0.63";"9.45";"8.62";"2.09";"1.09";"3";"MOL";"-1";"30";"8";"2";"0";"408.1798";"BASE";"C22H24N4O4";"CN(C)CCOc1cc(-c2cn[nH]c2)ccc1NC(=O)C1COc2ccccc2O1"
"CHEMBL2104045";"CINOXATE";"CINOXATE";"Small molecule";"4";"250.29";"1";"1";"2.29";"44.76";"4";"0";"0";"7";"N";"0.42";"None";"None";"2.67";"2.67";"1";"MOL";"0";"18";"4";"0";"0";"250.1205";"NEUTRAL";"C14H18O4";"CCOCCOC(=O)/C=C/c1ccc(OC)cc1"
"CHEMBL222102";"KU-55933";"KU-55933";"Small molecule";"0";"395.51";"785";"1045";"4.76";"42.68";"6";"0";"0";"2";"N";"0.49";"None";"None";"4.39";"4.39";"3";"MOL";"-1";"27";"4";"0";"0";"395.0650";"NEUTRAL";"C21H17NO3S2";"O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1"
"CHEMBL451260";"QUINOSOL";"8-Hydroxyquinoline Sulfate|Quinosol";"Small molecule";"0";"243.24";"18";"20";"1.94";"33.12";"2";"1";"0";"0";"Y";"0.61";"9.36";"4.83";"1.83";"1.82";"2";"MOL";"-1";"11";"2";"1";"0";"145.0528";"NEUTRAL";"C9H9NO5S";"O=S(=O)(O)O.Oc1cccc2cccnc12"
"CHEMBL1451838";"";"";"Small molecule";"0";"181.32";"11";"11";"3.24";"12.03";"1";"1";"0";"2";"N";"0.69";"None";"11.12";"3.41";"0.29";"0";"MOL";"-1";"13";"1";"1";"0";"181.1830";"BASE";"C12H23N";"C1CCC(NC2CCCCC2)CC1"
"CHEMBL4303373";"";"";"Small molecule";"0";"264.37";"1";"1";"1.88";"43.37";"2";"0";"0";"0";"Y";"0.50";"None";"3.82";"-0.05";"-0.05";"0";"MOL";"0";"19";"4";"0";"0";"264.1838";"NEUTRAL";"C15H24N2O2";"O=C1CCC[C@@H]2[C@@H]3CCC[N+]4([O-])CCC[C@H](CN12)[C@@H]34"
"CHEMBL504567";"ZEBULARINE";"Zebularine";"Small molecule";"0";"228.20";"11";"75";"-2.15";"104.81";"7";"3";"0";"2";"N";"0.53";"12.55";"None";"-2.21";"-2.21";"1";"MOL";"-1";"16";"7";"3";"0";"228.0746";"NEUTRAL";"C9H12N2O5";"O=c1ncccn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O"
"CHEMBL519240";"";"A-987306";"Small molecule";"0";"327.43";"70";"208";"1.71";"76.30";"6";"2";"0";"1";"N";"0.82";"None";"8.78";"2.02";"0.62";"1";"MOL";"-1";"24";"6";"3";"0";"327.2059";"BASE";"C18H25N5O";"Nc1nc2c(c(N3CCNCC3)n1)CCC1=C2[C@@H]2CCCC[C@@H]2O1"
"CHEMBL1354398";"";"";"Small molecule";"0";"269.39";"10";"21";"3.66";"12.47";"2";"0";"0";"6";"N";"0.79";"None";"8.87";"4.17";"2.69";"2";"MOL";"-1";"20";"2";"0";"0";"269.1780";"BASE";"C18H23NO";"Cc1ccccc1[C@@H](OCCN(C)C)c1ccccc1"
"CHEMBL1377408";"FIPEXIDE HYDROCHLORIDE";"";"Small molecule";"0";"425.31";"12";"22";"2.79";"51.24";"5";"0";"0";"5";"N";"0.79";"None";"6.09";"2.73";"2.71";"2";"MOL";"-1";"27";"6";"0";"0";"388.1190";"NEUTRAL";"C20H22Cl2N2O4";"Cl.O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1"
"CHEMBL3808844";"";"";"Small molecule";"0";"560.56";"2";"2";"6.47";"96.73";"8";"1";"2";"9";"N";"0.22";"13.20";"5.83";"5.88";"5.87";"5";"MOL";"-1";"41";"9";"1";"2";"560.1871";"NEUTRAL";"C30H26F2N4O5";"CCOc1cn(-c2ccc(F)cc2C)nc1C(=O)Nc1ccc(Oc2ccnc3cc(OC)c(OC)cc23)c(F)c1"
"CHEMBL1650818";"AMDINOCILLIN PIVOXIL";"AMDINOCILLIN PIVOXIL|COACTABS|PIVMECILLINAM|PIVMECILLINAM HYDROCHLORIDE|RO 10-9071|RO-10-9071|SELEXID";"Small molecule";"4";"439.58";"4";"23";"2.41";"88.51";"7";"0";"0";"5";"N";"0.21";"13.66";"7.91";"2.91";"2.28";"0";"MOL";"0";"30";"8";"0";"0";"439.2141";"NEUTRAL";"C21H33N3O5S";"CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C"
"CHEMBL2178953";"";"";"Small molecule";"0";"367.45";"31";"60";"3.61";"106.17";"4";"2";"0";"5";"N";"0.84";"4.80";"0.87";"2.60";"0.05";"2";"MOL";"-1";"27";"6";"3";"0";"367.1896";"ACID";"C21H25N3O3";"Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc2)nc1C(N)=O"
"CHEMBL316069";"";"";"Small molecule";"0";"228.34";"18";"32";"2.10";"6.48";"2";"0";"0";"0";"Y";"0.67";"None";"9.22";"2.13";"0.32";"1";"MOL";"-1";"17";"2";"0";"0";"228.1626";"BASE";"C15H20N2";"CN1CC[C@@H]2CN3CCc4cccc(c43)[C@@H]2C1"
"CHEMBL95692";"SB-242235";"SB-242235";"Small molecule";"0";"353.40";"150";"169";"3.08";"64.86";"6";"1";"0";"4";"N";"0.78";"None";"10.13";"2.45";"-0.16";"3";"MOL";"-1";"26";"6";"1";"0";"353.1652";"BASE";"C19H20FN5O";"COc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1"
"CHEMBL3326831";"";"";"Small molecule";"0";"553.56";"3";"6";"4.11";"134.57";"6";"3";"1";"10";"N";"0.32";"3.75";"None";"4.18";"0.80";"3";"MOL";"-1";"38";"9";"3";"1";"553.1494";"ACID";"C25H26F3N3O6S";"Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)c(C(=O)C(F)(F)F)cn3CC(=O)N[C@@H](CC(C)C)C(=O)O)cc1"
"CHEMBL288470";"AMINOPYRINE";"AMIDOPYRINE|AMINOPHENAZONE|AMINOPYRINE|Aminopyrine";"Small molecule";"4";"231.30";"36";"131";"1.55";"30.17";"4";"0";"0";"2";"N";"0.78";"None";"3.66";"1.15";"1.15";"2";"MOL";"0";"17";"4";"0";"0";"231.1372";"NEUTRAL";"C13H17N3O";"Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C"
"CHEMBL292477";"";"";"Small molecule";"0";"277.41";"15";"27";"4.17";"3.24";"1";"0";"0";"2";"N";"0.80";"None";"9.50";"4.54";"2.45";"2";"MOL";"-1";"21";"1";"0";"0";"277.1830";"BASE";"C20H23N";"c1ccc(CN2CCC3(CCc4ccccc43)CC2)cc1"
"CHEMBL98350";"LY-294002";"LY-294002";"Small molecule";"0";"307.35";"494";"1339";"3.30";"42.68";"4";"0";"0";"2";"N";"0.73";"None";"None";"3.41";"3.41";"3";"MOL";"-1";"23";"4";"0";"0";"307.1208";"NEUTRAL";"C19H17NO3";"O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12"
"CHEMBL106322";"";"";"Small molecule";"0";"130.22";"10";"13";"0.83";"38.38";"3";"1";"0";"0";"Y";"0.53";"None";"9.48";"0.73";"-1.19";"0";"MOL";"-1";"8";"2";"2";"0";"130.0565";"BASE";"C5H10N2S";"CC1CCN=C(N)S1"
"CHEMBL108821";"SITAFLOXACIN";"SITAFLOXACIN HYDRATE|SITAFLOXACIN SESQUIHYDRATE";"Small molecule";"2";"409.82";"26";"148";"2.70";"88.56";"5";"2";"0";"3";"N";"0.81";"5.51";"9.37";"-0.17";"-0.16";"2";"MOL";"0";"28";"6";"3";"0";"409.1005";"ZWITTERION";"C19H18ClF2N3O3";"N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2"
"CHEMBL1652";"AMBENONIUM";"AMBENONIUM|Ambenonium";"Small molecule";"4";"537.58";"14";"31";"4.64";"58.20";"2";"2";"1";"14";"N";"0.27";"11.48";"None";"-3.63";"-3.63";"2";"MOL";"0";"36";"6";"2";"1";"536.2674";"NEUTRAL";"C28H42Cl2N4O2+2";"CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl"
"CHEMBL1398351";"";"";"Small molecule";"0";"417.48";"12";"22";"1.60";"117.00";"5";"2";"0";"9";"N";"0.23";"None";"11.66";"2.04";"-0.37";"1";"MOL";"-1";"23";"7";"4";"0";"321.1689";"BASE";"C17H27N3O7S";"CCOC(=O)c1ccc(OC(=O)CCCCCN=C(N)N)cc1.CS(=O)(=O)O"
"CHEMBL1504869";"TALIPEXOLE HYDROCHLORIDE";"";"Small molecule";"0";"245.78";"13";"14";"1.31";"42.15";"4";"1";"0";"2";"N";"0.75";"None";"8.23";"1.65";"0.76";"1";"MOL";"-1";"14";"3";"2";"0";"209.0987";"NEUTRAL";"C10H16ClN3S";"C=CCN1CCc2nc(N)sc2CC1.Cl"
"CHEMBL365739";"DIPHENYLENEIODONIUM";"Diphenyleneiodonium";"Small molecule";"0";"279.10";"43";"134";"-0.20";"0.00";"0";"0";"0";"0";"Y";"0.50";"None";"None";"4.24";"4.24";"2";"MOL";"-1";"13";"0";"0";"0";"278.9665";"None";"C12H8I+";"c1ccc2c(c1)[I+]c1ccccc1-2"
"CHEMBL4082420";"";"";"Small molecule";"0";"277.50";"4";"4";"5.30";"12.03";"1";"1";"1";"4";"N";"0.74";"None";"10.58";"5.53";"2.62";"0";"MOL";"-1";"20";"1";"1";"1";"277.2770";"BASE";"C19H35N";"C1CCC(C(C[C@H]2CCCCN2)C2CCCCC2)CC1"
"CHEMBL1230080";"";"";"Small molecule";"0";"158.12";"9";"10";"-2.18";"113.32";"3";"4";"0";"1";"N";"0.33";"7.95";"None";"-2.36";"-2.47";"0";"MOL";"-1";"11";"7";"5";"0";"158.0440";"NEUTRAL";"C4H6N4O3";"NC(=O)N[C@H]1NC(=O)NC1=O"
"CHEMBL75232";"";"CGP-79787D";"Small molecule";"0";"464.91";"23";"38";"5.01";"50.70";"4";"1";"1";"4";"N";"0.56";"None";"4.95";"4.15";"4.15";"4";"MOL";"-1";"25";"4";"1";"1";"346.0985";"NEUTRAL";"C24H21ClN4O4";"Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1.O=C(O)CCC(=O)O"
"CHEMBL83521";"";"";"Small molecule";"0";"407.64";"3";"3";"3.54";"91.54";"5";"1";"0";"3";"N";"0.72";"6.50";"None";"4.23";"3.32";"3";"MOL";"-1";"26";"6";"1";"0";"405.9791";"NEUTRAL";"C17H9Cl3N4O2";"N#C[C@H](c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl"
"CHEMBL9352";"NARINGENIN";"NSC-11855";"Small molecule";"0";"272.26";"155";"371";"2.51";"86.99";"5";"3";"0";"1";"N";"0.74";"7.86";"None";"2.84";"2.70";"2";"MOL";"-1";"20";"5";"3";"0";"272.0685";"NEUTRAL";"C15H12O5";"O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21"
"CHEMBL1256645";"";"";"Small molecule";"0";"324.25";"9";"19";"3.67";"23.47";"2";"1";"0";"1";"N";"0.87";"7.73";"9.07";"3.06";"2.77";"2";"MOL";"-1";"20";"2";"1";"0";"287.1077";"BASE";"C17H19Cl2NO";"CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1.Cl"
"CHEMBL1256915";"";"";"Small molecule";"0";"334.37";"18";"26";"1.76";"26.71";"3";"1";"0";"0";"Y";"0.72";"10.24";"6.70";"2.43";"2.35";"1";"MOL";"-1";"16";"3";"1";"0";"218.1419";"NEUTRAL";"C17H22N2O5";"CN1CC[C@@]2(C)c3cc(O)ccc3N(C)[C@@H]12.O=C(O)/C=C/C(=O)O"
"CHEMBL1257040";"TRIFLUOPERAZINE HYDROCHLORIDE";"Stelazine|TRIFLUOPERAZINE HYDROCHLORIDE|TRIFLUOPERAZINE MALEATE|Trifluoperazine Dihydrochloride|Trifluoperazine Hydrochloride|Trifluoperazine hydrochloride";"Small molecule";"4";"480.43";"4";"10";"4.95";"9.72";"4";"0";"0";"4";"N";"0.71";"None";"7.99";"4.66";"3.97";"2";"MOL";"0";"28";"3";"0";"0";"407.1643";"NEUTRAL";"C21H26Cl2F3N3S";"CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl"
"CHEMBL3932957";"";"";"Small molecule";"0";"459.46";"15";"15";"5.12";"114.63";"8";"3";"1";"6";"N";"0.27";"9.80";"5.46";"5.16";"5.16";"4";"MOL";"-1";"32";"8";"4";"1";"459.1089";"NEUTRAL";"C20H16F3N7OS";"CSc1nc(N)cc(Oc2ccc(-c3nnc(Nc4cccc(C(F)(F)F)c4)[nH]3)cc2)n1"
"CHEMBL1257109";"TELENZEPINE DIHYDROCHLORIDE";"";"Small molecule";"0";"443.40";"8";"18";"2.53";"55.89";"5";"1";"0";"2";"N";"0.88";"13.77";"7.20";"2.02";"1.81";"2";"MOL";"-1";"26";"6";"1";"0";"370.1463";"NEUTRAL";"C19H24Cl2N4O2S";"Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O.Cl.Cl"
"CHEMBL4303706";"";"";"Small molecule";"0";"581.50";"1";"1";"4.78";"96.18";"5";"1";"1";"8";"N";"0.41";"None";"8.69";"3.65";"2.34";"3";"MOL";"0";"40";"8";"2";"1";"580.1644";"BASE";"C30H30Cl2N4O4";"CN(C(=O)CN1C(=O)COc2cc(Cl)c(Cl)cc21)[C@@H](CN1CCCC1)c1ccc(-c2cccc(C(N)=O)c2)cc1"
"CHEMBL2086586";"";"";"Small molecule";"0";"288.35";"2";"3";"1.28";"50.80";"4";"1";"0";"2";"N";"0.89";"None";"7.85";"0.94";"0.35";"1";"MOL";"-1";"21";"5";"1";"0";"288.1474";"NEUTRAL";"C16H20N2O3";"O=C(N[C@H]1CN2CCC1CC2)c1ccc2c(c1)OCCO2"
"CHEMBL2057912";"";"";"Small molecule";"0";"371.44";"2";"3";"4.98";"78.85";"6";"1";"0";"4";"N";"0.55";"None";"3.73";"4.52";"4.52";"4";"MOL";"-1";"28";"6";"2";"0";"371.1746";"NEUTRAL";"C22H21N5O";"Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCC1"
"CHEMBL2106149";"CLORPRENALINE HYDROCHLORIDE";"";"Small molecule";"0";"250.17";"2";"8";"2.37";"32.26";"2";"2";"0";"4";"N";"0.81";"13.91";"9.45";"2.28";"0.25";"1";"MOL";"-1";"14";"2";"2";"0";"213.0920";"BASE";"C11H17Cl2NO";"CC(C)NCC(O)c1ccccc1Cl.Cl"
"CHEMBL1650951";"";"";"Small molecule";"0";"526.52";"17";"35";"3.17";"105.74";"5";"3";"1";"4";"N";"0.45";"9.87";"2.28";"3.04";"3.04";"3";"MOL";"-1";"38";"8";"3";"1";"526.1828";"NEUTRAL";"C27H25F3N4O4";"CC(C)(O)C(=O)N1CCN(c2ccc(C(F)(F)F)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c2)CC1"
"CHEMBL2030402";"";"";"Small molecule";"0";"289.72";"17";"56";"2.75";"70.92";"4";"2";"0";"1";"N";"0.72";"7.49";"9.47";"0.63";"0.40";"3";"MOL";"-1";"20";"5";"2";"0";"289.0618";"BASE";"C14H12ClN3O2";"O=c1[nH]c([C@@H]2CCCN2)nc2c1oc1ccc(Cl)cc12"
"CHEMBL3233142";"LUMATEPERONE TOSYLATE";"ITI-007 tosylate|LUMATEPERONE TOSYLATE";"Small molecule";"0";"565.71";"18";"41";"3.92";"26.79";"4";"0";"0";"5";"N";"0.72";"None";"8.47";"3.59";"2.49";"2";"MOL";"0";"29";"4";"0";"0";"393.2216";"NEUTRAL";"C31H36FN3O4S";"CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12.Cc1ccc(S(=O)(=O)O)cc1"
"CHEMBL2138625";"";"AV-412|MP-412";"Small molecule";"0";"507.01";"285";"302";"4.67";"73.39";"6";"2";"1";"5";"N";"0.39";"13.25";"7.65";"5.16";"4.71";"3";"MOL";"-1";"36";"7";"2";"1";"506.1997";"NEUTRAL";"C27H28ClFN6O";"C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1C#CC(C)(C)N1CCN(C)CC1"
"CHEMBL1255832";"";"";"Small molecule";"0";"233.70";"9";"11";"1.58";"37.28";"3";"1";"0";"1";"Y";"0.75";"None";"7.03";"1.77";"1.61";"2";"MOL";"-1";"15";"3";"1";"0";"197.0953";"NEUTRAL";"C12H12ClN3";"Cl.c1ccc2nc(C3=NCCN3)ccc2c1"
"CHEMBL1256839";"";"";"Small molecule";"0";"395.93";"15";"21";"3.44";"40.16";"5";"0";"0";"10";"N";"0.65";"None";"9.60";"3.59";"1.40";"2";"MOL";"-1";"26";"5";"0";"0";"359.2097";"BASE";"C21H30ClNO4";"COc1ccc(CCN(C)CCc2ccc(OC)c(OC)c2)cc1OC.Cl"
"CHEMBL1897738";"CLINOFIBRATE";"CLINOFIBRATE";"Small molecule";"0";"468.59";"7";"11";"6.20";"93.06";"4";"2";"1";"10";"N";"0.43";"3.40";"None";"7.21";"0.60";"2";"MOL";"0";"34";"6";"2";"1";"468.2512";"ACID";"C28H36O6";"CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O"
"CHEMBL1672002";"THYMOQUINONE";"NSC-2228|THYMOQUINONE";"Small molecule";"2";"164.20";"29";"91";"1.67";"34.14";"2";"0";"0";"1";"Y";"0.55";"None";"None";"2.55";"2.55";"0";"MOL";"0";"12";"2";"0";"0";"164.0837";"NEUTRAL";"C10H12O2";"CC1=CC(=O)C(C(C)C)=CC1=O"
"CHEMBL1563050";"";"";"Small molecule";"0";"300.32";"13";"14";"1.48";"97.97";"5";"2";"0";"3";"N";"0.83";"6.99";"2.00";"0.65";"0.21";"2";"MOL";"-1";"19";"6";"3";"0";"278.0837";"NEUTRAL";"C12H13N4NaO2S";"Cc1cc(C)nc([N-]S(=O)(=O)c2ccc(N)cc2)n1.[Na+]"
"CHEMBL2058156";"";"";"Small molecule";"0";"410.90";"4";"6";"5.95";"64.35";"4";"1";"1";"5";"N";"0.56";"3.16";"None";"6.23";"2.78";"3";"MOL";"-1";"29";"5";"1";"1";"410.1397";"ACID";"C23H23ClN2O3";"COc1cccc(-n2nc(C(=O)O)cc2-c2ccc(C3CCCCC3)c(Cl)c2)c1"
"CHEMBL1618018";"HOMATROPINE";"HOMATROPINE|Homatropine";"Small molecule";"4";"275.35";"4";"9";"1.89";"49.77";"4";"1";"0";"3";"N";"0.86";"11.99";"9.38";"1.59";"-0.38";"1";"MOL";"0";"20";"4";"1";"0";"275.1521";"BASE";"C16H21NO3";"CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2"
"CHEMBL157443";"BUTOFILOLOL";"BUTOFILOLOL|Butofilolol";"Small molecule";"0";"311.40";"2";"2";"2.94";"58.56";"4";"2";"0";"8";"N";"0.72";"None";"9.66";"2.72";"0.50";"1";"MOL";"0";"22";"4";"2";"0";"311.1897";"BASE";"C17H26FNO3";"CCCC(=O)c1cc(F)ccc1OCC(O)CNC(C)(C)C"
"CHEMBL3911801";"";"";"Small molecule";"0";"617.63";"4";"11";"4.30";"75.52";"6";"1";"0";"3";"N";"0.48";"9.12";"5.74";"3.99";"3.91";"4";"MOL";"-1";"32";"7";"1";"0";"445.1638";"NEUTRAL";"C28H27F4N7O3S";"Cc1ccc(S(=O)(=O)O)cc1.Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc3[nH]ncc23)CC1"
"CHEMBL4303318";"";"";"Small molecule";"0";"749.96";"1";"1";"5.25";"156.89";"10";"2";"2";"8";"N";"0.29";"3.77";"1.60";"4.56";"3.61";"3";"MOL";"0";"52";"12";"2";"3";"749.2917";"ACID";"C38H47N5O7S2";"COc1ccc2c(O[C@H]3CC4C(=O)N(C)CCCC/C=C\[C@@H]5C[C@@]5(C(=O)NS(=O)(=O)C5CC5)NC(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C"
"CHEMBL1727";"CEPHALEXIN";"66873|CEFALEXIN|CEPHALEXIN|Keflet|Keflex|Keftab";"Small molecule";"4";"347.40";"183";"1010";"0.44";"112.73";"5";"3";"0";"4";"N";"0.68";"3.26";"7.23";"-2.14";"-2.50";"1";"MOL";"0";"24";"7";"4";"0";"347.0940";"ACID";"C16H17N3O4S";"CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1"
"CHEMBL2106444";"DEXTIOPRONIN";"DEXTIOPRONIN";"Small molecule";"0";"163.20";"1";"1";"-0.49";"66.40";"3";"3";"0";"3";"N";"0.49";"3.86";"None";"-0.53";"-3.77";"0";"MOL";"0";"10";"4";"2";"0";"163.0303";"ACID";"C5H9NO3S";"C[C@@H](S)C(=O)NCC(=O)O"
"CHEMBL230302";"";"";"Small molecule";"0";"346.21";"1";"1";"2.36";"32.34";"2";"1";"0";"6";"N";"0.80";"13.53";"9.04";"2.71";"1.06";"1";"MOL";"-1";"17";"3";"1";"0";"346.0542";"BASE";"C13H19IN2O";"CCN(CC)CCNC(=O)c1ccccc1I"
"CHEMBL590";"MENADIONE";"KAYQUINONE|Kappaxin|MENADIONE|MENAPHTHENE|MENAPHTHONE|Menadione|NSC-4170|Vitamin K 3";"Small molecule";"4";"172.18";"173";"429";"2.01";"34.14";"2";"0";"0";"0";"Y";"0.60";"None";"None";"1.89";"1.89";"1";"MOL";"0";"13";"2";"0";"0";"172.0524";"NEUTRAL";"C11H8O2";"CC1=CC(=O)c2ccccc2C1=O"
"CHEMBL1204337";"NYLIDRIN HYDROCHLORIDE";"NYLIDRIN HYDROCHLORIDE";"Small molecule";"0";"335.88";"20";"36";"3.43";"52.49";"3";"3";"0";"7";"N";"0.73";"9.25";"10.11";"3.05";"1.54";"2";"MOL";"0";"22";"3";"3";"0";"299.1885";"BASE";"C19H26ClNO2";"CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl"
"CHEMBL1256362";"GUVACINE HYDROCHLORIDE";"Guvacine Hydrochloride";"Small molecule";"0";"163.60";"12";"14";"-0.01";"49.33";"2";"2";"0";"1";"Y";"0.52";"3.57";"9.77";"-2.59";"-2.59";"0";"MOL";"-1";"9";"3";"2";"0";"127.0633";"ZWITTERION";"C6H10ClNO2";"Cl.O=C(O)C1=CCCNC1"
"CHEMBL1562084";"BENZYLHYDROCHLOROTHIAZIDE";"BENZYLHYDROCHLOROTHIAZIDE";"Small molecule";"0";"387.87";"70";"72";"1.26";"118.36";"5";"3";"0";"3";"N";"0.73";"9.06";"None";"1.42";"1.42";"2";"MOL";"0";"24";"7";"4";"0";"387.0114";"NEUTRAL";"C14H14ClN3O4S2";"NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O"
"CHEMBL1398474";"";"";"Small molecule";"0";"344.89";"231";"475";"5.71";"15.71";"3";"0";"1";"7";"N";"0.60";"None";"10.32";"5.08";"2.25";"2";"MOL";"-1";"24";"3";"0";"1";"344.1655";"BASE";"C20H25ClN2O";"CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21"
"CHEMBL3545196";"PD-0166285";"PD-0166285";"Small molecule";"1";"585.36";"1";"1";"5.77";"72.28";"7";"1";"2";"9";"N";"0.31";"None";"9.37";"5.70";"3.74";"4";"MOL";"0";"35";"7";"1";"2";"511.1542";"BASE";"C26H29Cl4N5O2";"CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1.Cl.Cl"
"CHEMBL1667";"ALISKIREN FUMARATE";"Aliskiren hemifumarate";"Small molecule";"0";"667.84";"1";"1";"3.29";"146.13";"7";"4";"1";"19";"N";"0.19";"None";"9.57";"3.12";"1.00";"1";"MOL";"-1";"39";"9";"6";"2";"551.3934";"BASE";"C34H57N3O10";"COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.O=C(O)/C=C/C(=O)O"
"CHEMBL154166";"ACEDAPSONE";"ACEDAPSONE|Acedapsone|CI 556|CN-1883|DADDS|HANSOLAR|PAM-MR-1165";"Small molecule";"0";"332.38";"2";"2";"2.44";"92.34";"4";"2";"0";"4";"N";"0.90";"13.19";"None";"1.40";"1.40";"2";"MOL";"0";"23";"6";"2";"0";"332.0831";"NEUTRAL";"C16H16N2O4S";"CC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(C)=O)cc2)cc1"
"CHEMBL375629";"";"N-Benzylnaltrindole";"Small molecule";"0";"504.63";"7";"9";"5.09";"57.86";"5";"2";"2";"4";"N";"0.41";"10.13";"8.61";"5.02";"3.96";"4";"MOL";"-1";"38";"5";"2";"2";"504.2413";"BASE";"C33H32N2O3";"Oc1ccc2c3c1O[C@H]1c4c(c5ccccc5n4Cc4ccccc4)C[C@@]4(O)C(C2)N(CC2CC2)CC[C@]314"
"CHEMBL223448";"BROXYQUINOLINE";"BROXYQUINOLINE|DIBROMOHYDROXYQUINOLINE";"Small molecule";"0";"302.95";"31";"64";"3.47";"33.12";"2";"1";"0";"0";"N";"0.81";"7.14";"3.31";"3.36";"2.91";"2";"MOL";"0";"13";"2";"1";"0";"300.8738";"NEUTRAL";"C9H5Br2NO";"Oc1c(Br)cc(Br)c2cccnc12"
"CHEMBL3421968";"";"";"Small molecule";"0";"429.53";"11";"13";"3.53";"71.34";"8";"1";"0";"5";"N";"0.52";"None";"7.85";"3.10";"2.52";"4";"MOL";"-1";"32";"8";"1";"0";"429.2277";"NEUTRAL";"C24H27N7O";"COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3cnccc23)n1"
